,,,,,,,,,
,Datetime,Refrigeration Unit - 1,,Refrigeration Unit - 2,,Refrigeration Unit - 3,,Refrigeration Unit - 4,
,8/9/17 22:20,2.08,3.66,0.39,5.78,0.27,3.47,,1.31
,8/9/17 22:21,2.09,3.31,0.39,5.62,2.46,3.78,0.31,1.41
,8/9/17 22:22,2.09,2.94,0.38,5.81,2.45,3.44,0.31,2.18
,8/9/17 22:23,2.09,2.62,0.38,5.90,2.42,2.91,0.31,2.91
,8/9/17 22:24,0.28,2.34,,5.93,2.40,2.31,0.31,3.25
,8/9/17 22:25,0.27,2.54,0.38,6.06,2.39,1.91,0.31,3.50
,8/9/17 22:26,0.27,3.47,0.38,6.12,1.33,1.78,1.38,3.25
,8/9/17 22:27,0.28,3.94,0.38,6.15,0.27,1.91,2.38,2.44
,8/9/17 22:28,0.28,4.18,0.38,6.25,0.27,2.81,2.34,1.75
,8/9/17 22:29,0.28,4.41,1.52,6.53,1.24,3.56,2.34,1.34
,8/9/17 22:30,1.24,4.87,3.37,6.31,2.48,3.69,2.36,1.28
,8/9/17 22:31,2.22,4.31,3.37,4.91,2.43,3.31,0.31,2.00
,8/9/17 22:32,2.07,3.47,3.38,4.00,2.41,2.72,0.31,2.84
,8/9/17 22:33,2.08,2.91,3.35,3.12,2.40,2.19,0.31,3.22
,8/9/17 22:34,2.09,2.56,3.33,2.47,1.34,1.81,0.31,3.44
,8/9/17 22:35,0.28,2.31,3.34,1.94,0.28,2.00,1.38,3.31
,8/9/17 22:36,0.27,2.72,3.40,1.44,0.28,2.93,2.39,2.47
,8/9/17 22:37,0.27,3.31,3.37,1.31,1.29,3.66,2.31,1.75
,8/9/17 22:38,0.27,3.84,3.35,1.12,2.48,3.69,2.32,1.34
,8/9/17 22:39,0.27,4.56,3.44,0.75,2.44,3.25,0.31,1.47
,8/9/17 22:40,0.27,4.68,3.39,0.25,2.43,2.69,0.31,2.37
,8/9/17 22:41,0.27,4.78,3.38,-0.16,2.41,2.28,0.31,3.00
,8/9/17 22:42,2.24,4.84,3.29,-0.40,2.40,1.94,0.31,3.31
,8/9/17 22:43,2.09,4.15,3.29,-0.34,2.41,2.00,1.31,3.47
,8/9/17 22:44,2.07,3.27,0.39,-0.37,2.41,2.06,2.43,3.03
,8/9/17 22:45,2.08,2.75,0.39,0.31,2.30,1.84,2.34,2.47
,8/9/17 22:46,2.08,2.39,0.39,0.91,0.28,1.84,2.34,2.00
,8/9/17 22:47,0.28,2.12,0.39,1.22,0.28,2.68,2.35,1.56
,8/9/17 22:48,0.27,2.70,0.39,1.66,0.28,3.50,1.33,1.25
,8/9/17 22:49,0.27,3.63,0.39,2.53,2.50,3.75,0.31,1.60
,8/9/17 22:50,0.27,4.00,0.39,2.97,2.47,3.47,0.31,2.69
,8/9/17 22:51,0.27,4.25,0.39,3.31,2.44,3.03,0.31,3.12
,8/9/17 22:52,0.27,4.56,0.39,3.56,2.41,2.53,0.31,3.37
,8/9/17 22:53,0.28,4.75,0.39,3.84,2.40,2.09,1.35,3.44
,8/9/17 22:54,1.23,4.87,0.39,4.19,1.34,1.81,2.41,2.59
,8/9/17 22:55,2.23,4.46,0.39,5.28,0.28,1.90,2.32,1.88
,8/9/17 22:56,2.07,3.47,0.38,5.69,0.28,2.87,2.33,1.50
,8/9/17 22:57,2.08,3.12,0.39,6.19,0.28,3.69,1.33,1.28
,8/9/17 22:58,2.10,2.81,0.39,6.66,2.50,3.93,0.31,1.74
,8/9/17 22:59,2.09,2.50,0.39,6.75,2.47,3.63,0.31,2.84
,8/9/17 23:00,1.18,2.31,0.39,6.78,2.43,3.03,0.31,3.25
,8/9/17 23:01,0.28,2.44,1.89,6.81,2.41,2.50,0.31,3.50
,8/9/17 23:02,0.29,3.59,3.34,6.00,2.40,2.09,2.36,3.19
,8/9/17 23:03,0.29,4.87,3.36,4.72,2.42,2.19,2.34,2.37
,8/9/17 23:04,2.30,5.12,3.38,3.81,2.42,2.37,2.29,1.75
,8/9/17 23:05,2.15,5.09,3.33,3.19,2.42,2.31,2.33,1.37
,8/9/17 23:06,2.10,4.25,3.35,2.66,2.40,2.19,0.31,1.41
,8/9/17 23:07,2.13,3.72,3.40,2.22,2.39,2.00,0.31,2.18
,8/9/17 23:08,2.13,3.34,3.38,2.03,2.38,1.78,0.31,2.97
,8/9/17 23:09,2.13,2.97,3.35,2.18,1.33,1.59,0.31,3.31
,8/9/17 23:10,2.14,2.69,3.38,2.06,0.28,2.15,0.31,3.50
,8/9/17 23:11,0.29,2.37,3.32,1.97,0.28,3.15,2.43,3.00
,8/9/17 23:12,0.29,2.56,3.37,1.94,1.25,3.78,2.36,2.19
,8/9/17 23:13,0.29,3.37,3.41,1.65,2.49,3.81,2.34,1.59
,8/9/17 23:14,0.29,4.00,3.36,1.41,2.44,3.44,2.35,1.25
,8/9/17 23:15,0.29,4.37,3.36,0.97,2.42,2.84,0.31,1.56
,8/9/17 23:16,0.29,4.59,3.31,0.56,2.41,2.34,0.31,2.50
,8/9/17 23:17,0.29,4.78,3.30,0.16,1.20,2.00,0.31,3.09
,8/9/17 23:18,2.30,4.87,3.34,-0.19,0.00,2.09,0.31,3.37
,8/9/17 23:19,2.14,4.15,3.34,-0.50,0.00,2.50,1.34,3.41
,8/9/17 23:20,2.11,3.44,3.37,-0.75,0.00,2.97,2.41,2.62
,8/9/17 23:21,2.12,2.97,3.34,-1.00,0.00,3.25,2.32,1.88
,8/9/17 23:22,2.12,2.62,3.34,0.16,0.00,3.56,2.32,1.41
,8/9/17 23:23,0.29,2.34,3.35,2.28,0.00,3.87,0.31,1.44
,8/9/17 23:24,0.29,2.75,3.29,3.62,0.00,4.84,0.31,2.25
,8/9/17 23:25,0.29,3.56,3.40,3.22,0.00,5.63,0.31,3.06
,8/9/17 23:26,1.31,4.75,3.43,2.09,0.00,6.78,0.31,3.37
,8/9/17 23:27,2.22,4.90,3.40,1.38,0.00,9.68,0.31,3.50
,8/9/17 23:28,2.11,4.06,3.34,0.91,0.00,10.72,2.43,2.87
,8/9/17 23:29,2.14,3.53,3.34,0.84,0.00,9.81,2.33,2.06
,8/9/17 23:30,2.15,3.16,3.27,0.66,0.00,8.88,2.31,1.53
,8/9/17 23:31,2.15,2.81,3.27,0.31,0.00,8.59,1.92,1.25
,8/9/17 23:32,2.17,2.62,3.27,-0.09,0.00,8.63,0.31,1.72
,8/9/17 23:33,2.18,3.19,3.29,-0.47,0.00,8.81,0.31,2.62
,8/9/17 23:34,2.17,3.06,3.30,-0.78,0.00,8.84,0.31,3.12
,8/9/17 23:35,2.18,2.81,3.25,-1.06,0.00,9.50,0.31,3.37
,8/9/17 23:36,2.19,2.97,3.27,-1.31,0.00,10.84,1.30,3.48
,8/9/17 23:37,2.19,3.15,3.32,-1.53,0.00,13.65,2.42,2.93
,8/9/17 23:38,2.18,2.91,3.29,-1.75,0.00,14.78,2.27,2.31
,8/9/17 23:39,1.23,2.59,3.27,-1.94,0.27,13.65,2.25,1.66
,8/9/17 23:40,0.29,2.40,3.26,-2.03,0.27,10.34,2.26,1.34
,8/9/17 23:41,0.29,3.75,3.30,-2.22,0.27,9.16,0.31,1.56
,8/9/17 23:42,2.29,4.84,3.26,-2.25,1.43,8.66,0.31,2.43
,8/9/17 23:43,2.15,4.00,2.75,-2.00,2.62,8.03,,3.03
,8/9/17 23:44,2.14,3.56,0.40,-1.84,2.58,7.06,0.31,3.34
,8/9/17 23:45,2.14,3.22,0.40,-1.06,2.55,6.06,0.31,3.53
,8/9/17 23:46,2.15,2.87,0.39,-0.19,2.53,5.34,2.34,2.97
,8/9/17 23:47,2.15,2.56,0.39,0.34,2.51,4.84,2.25,2.12
,8/9/17 23:48,1.22,2.31,0.40,0.62,2.50,4.47,2.26,1.53
,8/9/17 23:49,0.29,2.19,0.39,0.84,2.49,4.09,0.31,1.31
,8/9/17 23:50,0.29,2.72,0.40,1.22,2.48,3.81,0.31,1.69
,8/9/17 23:51,0.29,3.56,0.40,1.47,2.47,3.62,0.31,2.56
,8/9/17 23:52,0.29,4.13,0.40,1.59,2.46,3.40,0.31,3.09
,8/9/17 23:53,0.29,4.44,0.40,1.81,2.45,3.25,0.31,3.37
,8/9/17 23:54,0.29,4.62,0.40,2.16,2.43,3.03,1.35,3.50
,8/9/17 23:55,1.64,4.81,0.39,2.47,2.42,2.84,2.32,2.75
,8/9/17 23:56,2.29,4.91,0.39,2.75,2.43,2.75,2.25,1.97
,8/9/17 23:57,2.12,4.22,0.39,2.97,2.43,2.84,2.26,1.50
,8/9/17 23:58,2.12,3.59,0.39,3.19,2.43,2.69,0.31,1.34
,8/9/17 23:59,2.14,3.16,0.40,3.37,2.42,2.59,0.31,1.84
,8/10/17 0:00,2.13,2.72,0.39,3.56,2.45,2.87,0.31,2.66
,8/10/17 0:01,2.14,2.41,0.39,3.72,2.45,3.09,0.31,3.12
,8/10/17 0:02,0.29,2.15,0.39,3.90,2.45,3.12,0.31,3.37
,8/10/17 0:03,0.29,2.44,0.39,4.03,2.45,3.09,1.37,3.47
,8/10/17 0:04,0.29,3.34,0.39,4.19,2.46,3.12,2.39,2.75
,8/10/17 0:05,0.29,3.97,0.39,4.34,2.45,3.19,2.26,1.88
,8/10/17 0:06,0.29,4.31,0.39,4.47,2.43,3.00,2.25,1.44
,8/10/17 0:07,0.29,4.53,0.39,4.59,2.43,2.78,0.31,1.31
,8/10/17 0:08,0.29,4.68,0.39,4.72,2.42,2.59,0.31,1.81
,8/10/17 0:09,1.23,4.84,0.39,4.84,2.41,2.40,0.31,2.66
,8/10/17 0:10,2.25,4.65,0.39,4.97,2.40,2.25,0.31,3.12
,8/10/17 0:11,2.11,3.75,0.39,5.09,2.40,2.09,0.31,3.37
,8/10/17 0:12,2.11,3.06,0.39,5.15,2.39,1.97,1.34,3.50
,8/10/17 0:13,2.13,2.69,0.39,5.28,2.40,2.00,2.35,2.84
,8/10/17 0:14,1.21,2.34,0.39,5.34,2.39,2.03,2.24,2.03
,8/10/17 0:15,0.29,2.12,0.39,5.47,2.38,1.90,2.25,1.53
,8/10/17 0:16,0.29,2.90,0.39,5.56,2.38,1.75,1.29,1.28
,8/10/17 0:17,0.29,3.84,0.39,5.65,2.37,1.62,0.31,1.66
,8/10/17 0:18,0.29,4.34,0.39,5.72,0.27,1.75,0.31,2.47
,8/10/17 0:19,0.29,4.62,0.39,5.81,0.27,2.78,0.31,3.03
,8/10/17 0:20,0.29,4.81,1.84,5.90,0.28,3.66,0.31,3.28
,8/10/17 0:21,2.27,4.90,3.23,5.06,2.38,4.00,0.31,3.50
,8/10/17 0:22,2.16,4.18,3.24,3.78,2.47,3.75,2.41,3.22
,8/10/17 0:23,2.11,3.41,3.26,2.78,2.45,3.22,2.37,2.88
,8/10/17 0:24,2.12,2.97,3.22,2.06,2.43,2.72,2.34,2.25
,8/10/17 0:25,2.12,2.59,3.25,1.53,2.42,2.44,2.35,1.78
,8/10/17 0:26,2.14,2.37,3.25,1.06,2.42,2.28,2.36,1.44
,8/10/17 0:27,2.12,2.44,3.21,0.63,2.40,2.09,2.36,1.15
,8/10/17 0:28,2.13,2.50,3.22,0.22,2.39,1.87,2.37,1.03
,8/10/17 0:29,1.22,2.25,3.22,0.06,2.38,1.72,1.33,0.84
,8/10/17 0:30,0.29,2.22,3.26,0.09,1.33,1.62,0.31,1.03
,8/10/17 0:31,0.29,2.97,3.25,-0.06,0.28,2.28,0.31,1.62
,8/10/17 0:32,0.29,3.75,3.21,-0.41,0.28,3.28,0.31,2.25
,8/10/17 0:33,0.29,4.16,3.24,-0.68,1.30,3.87,0.31,2.75
,8/10/17 0:34,0.29,4.40,3.22,-0.65,2.50,3.87,0.31,3.16
,8/10/17 0:35,0.29,4.59,3.27,-0.78,2.45,3.41,2.35,3.40
,8/10/17 0:36,0.29,4.75,3.26,-0.59,2.42,2.81,2.40,3.00
,8/10/17 0:37,1.31,4.90,3.26,-0.84,2.40,2.34,2.30,2.69
,8/10/17 0:38,2.20,4.40,3.27,-1.19,2.39,1.97,2.38,2.88
,8/10/17 0:39,2.10,3.59,3.34,-1.47,2.38,1.75,2.40,3.38
,8/10/17 0:40,2.12,3.06,3.26,-1.69,0.28,1.66,2.39,3.78
,8/10/17 0:41,2.11,2.66,3.22,-1.94,0.28,2.50,2.44,3.78
,8/10/17 0:42,2.12,2.43,3.21,-2.09,0.28,3.44,2.43,3.56
,8/10/17 0:43,2.12,2.37,3.26,-2.28,0.28,3.90,2.42,3.15
,8/10/17 0:44,0.29,2.15,3.23,-2.44,2.48,3.75,2.42,3.03
,8/10/17 0:45,0.29,2.53,3.21,-2.62,2.42,3.22,2.40,2.66
,8/10/17 0:46,0.29,3.37,3.20,-2.78,2.41,2.63,2.39,2.28
,8/10/17 0:47,0.29,4.00,1.82,-2.90,2.40,2.16,2.39,2.00
,8/10/17 0:48,1.29,4.75,0.40,-2.78,2.39,1.84,2.38,1.75
,8/10/17 0:49,2.23,4.53,0.40,-1.75,0.28,1.68,2.38,1.56
,8/10/17 0:50,2.11,3.56,0.40,-0.72,0.28,2.40,2.37,1.40
,8/10/17 0:51,2.12,3.00,,0.00,0.28,3.37,2.34,1.22
,8/10/17 0:52,2.15,2.72,0.40,0.37,0.28,3.87,1.46,1.00
,8/10/17 0:53,2.14,2.62,0.40,0.59,2.48,3.78,0.31,1.12
,8/10/17 0:54,2.14,2.31,0.40,0.78,2.44,3.28,0.31,1.59
,8/10/17 0:55,0.29,2.22,0.40,1.00,2.42,2.69,0.31,2.19
,8/10/17 0:56,0.29,2.87,0.39,1.28,2.40,2.22,0.31,2.72
,8/10/17 0:57,0.29,3.72,0.39,1.62,2.39,1.87,0.31,3.16
,8/10/17 0:58,0.29,4.16,0.39,1.94,1.33,1.68,1.31,3.47
,8/10/17 0:59,0.29,4.45,0.39,2.19,0.28,2.28,2.40,3.06
,8/10/17 1:00,0.29,4.62,0.40,2.44,0.28,3.28,2.24,2.25
,8/10/17 1:01,0.29,4.78,0.39,2.62,1.36,3.87,2.27,1.75
,8/10/17 1:02,2.30,4.72,0.39,2.81,2.48,3.81,2.34,1.50
,8/10/17 1:03,2.16,3.75,0.39,3.00,2.43,3.34,2.32,1.25
,8/10/17 1:04,2.12,3.16,0.39,3.15,2.43,2.91,1.32,1.12
,8/10/17 1:05,2.13,2.75,0.39,3.34,2.42,2.59,0.31,1.38
,8/10/17 1:06,2.14,2.44,0.39,3.47,2.40,2.25,0.31,2.06
,8/10/17 1:07,1.21,2.18,0.39,3.65,2.38,1.91,0.31,2.69
,8/10/17 1:08,0.28,2.15,0.39,3.78,0.76,1.69,0.31,3.09
,8/10/17 1:09,0.29,3.06,0.38,3.90,0.28,2.22,0.31,3.44
,8/10/17 1:10,0.30,3.81,0.38,4.03,0.28,3.22,2.43,3.22
,8/10/17 1:11,0.30,4.69,0.38,4.15,1.34,3.84,2.34,2.40
,8/10/17 1:12,2.31,4.65,0.39,4.28,2.47,3.84,2.32,1.75
,8/10/17 1:13,2.16,4.00,0.39,4.40,2.44,3.41,2.33,1.34
,8/10/17 1:14,2.15,3.75,0.39,4.53,2.41,2.78,1.32,1.09
,8/10/17 1:15,2.18,3.79,0.39,4.65,2.39,2.25,0.31,1.41
,8/10/17 1:16,2.18,3.87,0.39,4.75,2.38,1.87,,2.25
,8/10/17 1:17,2.19,3.87,0.39,4.91,,1.72,0.31,3.09
,8/10/17 1:18,2.20,3.93,0.39,5.72,0.28,2.47,2.34,3.53
,8/10/17 1:19,2.21,3.93,0.39,6.12,0.28,3.44,2.37,3.03
,8/10/17 1:20,2.22,3.87,0.39,6.62,1.39,3.90,2.33,2.31
,8/10/17 1:21,2.21,3.62,0.39,6.91,2.50,3.72,2.34,1.72
,8/10/17 1:22,2.21,3.14,0.39,6.93,2.43,3.22,2.37,1.56
,8/10/17 1:23,2.20,2.66,0.39,7.15,2.40,2.59,2.38,1.81
,8/10/17 1:24,2.19,2.28,3.28,7.09,2.39,2.09,2.38,1.69
,8/10/17 1:25,0.30,2.12,3.24,6.00,1.33,1.75,2.38,1.37
,8/10/17 1:26,0.30,2.56,3.23,4.65,0.28,2.00,2.37,1.12
,8/10/17 1:27,0.30,3.41,3.25,3.69,0.28,3.00,0.31,1.06
,8/10/17 1:28,0.30,3.97,3.24,3.09,0.28,3.75,0.31,1.38
,8/10/17 1:29,0.29,4.25,3.23,2.56,2.49,3.87,0.31,2.00
,8/10/17 1:30,0.29,4.47,3.21,2.06,2.45,3.50,0.31,2.53
,8/10/17 1:31,0.30,4.65,3.23,1.66,2.43,2.91,0.31,2.97
,8/10/17 1:32,0.30,4.75,3.22,1.28,2.41,2.50,0.31,3.28
,8/10/17 1:33,1.32,4.83,3.25,0.91,2.39,1.94,1.31,3.50
,8/10/17 1:34,2.22,3.97,3.23,0.56,0.28,1.72,2.42,3.00
,8/10/17 1:35,2.14,3.25,3.20,0.22,0.28,2.31,2.32,2.19
,8/10/17 1:36,,2.78,3.21,-0.16,0.28,3.28,2.32,1.56
,8/10/17 1:37,2.15,2.44,3.20,-0.44,1.37,3.87,2.33,1.22
,8/10/17 1:38,1.23,2.16,3.25,-0.53,2.48,3.78,0.31,1.16
,8/10/17 1:39,0.30,2.28,3.23,-0.75,2.44,3.28,0.31,1.81
,8/10/17 1:40,0.30,3.12,3.20,-1.03,2.42,2.69,0.31,2.72
,8/10/17 1:41,0.30,3.81,3.20,-1.25,2.41,2.19,0.31,3.22
,8/10/17 1:42,0.30,4.19,3.24,-1.44,2.39,1.81,1.40,4.09
,8/10/17 1:43,0.30,4.37,3.23,-1.75,0.28,1.78,2.38,3.43
,8/10/17 1:44,0.30,4.56,3.19,-1.94,0.28,2.72,2.37,3.34
,8/10/17 1:45,0.30,4.62,3.21,-1.84,0.28,3.59,2.35,2.97
,8/10/17 1:46,0.30,4.78,3.23,-1.75,2.39,3.90,2.28,2.41
,8/10/17 1:47,2.26,4.77,3.22,-2.00,2.46,3.63,2.31,2.00
,8/10/17 1:48,2.18,3.78,3.18,-2.31,2.43,3.06,2.32,1.69
,8/10/17 1:49,2.12,3.09,3.20,-2.59,2.41,2.47,2.32,1.37
,8/10/17 1:50,2.15,2.66,3.24,-2.84,2.39,1.97,0.31,1.40
,8/10/17 1:51,2.15,2.34,3.21,-3.03,0.28,1.69,0.31,1.81
,8/10/17 1:52,0.30,2.15,0.40,-3.09,0.28,2.25,0.31,2.53
,8/10/17 1:53,0.30,2.75,0.40,-2.28,0.28,3.25,0.31,3.03
,8/10/17 1:54,0.30,3.59,0.40,-1.22,1.36,3.84,0.31,3.37
,8/10/17 1:55,0.30,4.09,0.40,-0.41,2.48,3.78,1.34,3.53
,8/10/17 1:56,0.30,4.31,0.40,0.09,2.43,3.28,2.39,3.00
,8/10/17 1:57,0.30,4.50,0.40,0.37,2.42,2.69,2.33,2.22
,8/10/17 1:58,0.30,4.65,0.40,0.59,2.41,2.31,2.32,1.84
,8/10/17 1:59,0.30,4.75,0.40,0.75,2.40,2.00,2.35,1.84
,8/10/17 2:00,1.33,4.83,0.39,0.90,2.39,1.81,2.37,1.62
,8/10/17 2:01,2.23,3.97,0.39,1.12,2.39,1.65,1.34,1.40
,8/10/17 2:02,2.15,3.22,0.39,1.47,2.38,1.53,0.31,2.15
,8/10/17 2:03,2.16,2.75,0.39,1.78,0.28,1.50,0.31,3.22
,8/10/17 2:04,2.16,2.41,0.39,2.06,0.28,2.15,0.31,3.75
,8/10/17 2:05,1.23,2.12,0.39,2.28,0.28,3.15,2.45,3.78
,8/10/17 2:06,0.30,2.28,0.39,2.50,2.28,3.69,2.36,3.00
,8/10/17 2:07,0.30,3.15,0.39,2.69,2.46,3.53,2.32,2.31
,8/10/17 2:08,0.30,3.75,0.39,2.87,2.42,2.97,2.33,1.91
,8/10/17 2:09,0.30,4.12,0.39,3.03,2.40,2.34,2.34,1.59
,8/10/17 2:10,0.30,4.37,0.39,3.22,1.33,1.88,2.32,1.37
,8/10/17 2:11,0.30,4.50,0.39,3.34,0.28,1.84,2.36,1.22
,8/10/17 2:12,0.29,4.72,0.39,3.53,0.28,2.75,2.32,1.06
,8/10/17 2:13,0.29,4.84,0.39,3.65,1.20,3.59,,1.00
,8/10/17 2:14,2.81,4.93,0.39,3.78,2.47,3.75,0.31,1.28
,8/10/17 2:15,2.23,4.08,0.39,3.90,2.44,3.31,0.31,1.81
,8/10/17 2:16,2.16,3.25,0.39,4.03,2.41,2.72,0.31,2.25
,8/10/17 2:17,2.17,2.79,0.39,4.15,2.39,2.13,0.31,2.66
,8/10/17 2:18,2.18,2.34,0.39,4.28,0.28,1.75,0.31,3.00
,8/10/17 2:19,0.30,2.06,0.39,4.40,0.28,2.25,0.31,3.31
,8/10/17 2:20,0.30,2.28,0.39,4.53,0.28,3.22,1.27,3.50
,8/10/17 2:21,0.30,3.35,0.39,4.62,1.31,3.78,2.42,3.12
,8/10/17 2:22,1.19,4.84,0.39,4.72,2.48,3.78,2.27,2.37
,8/10/17 2:23,2.34,4.84,0.39,4.84,2.44,3.34,2.28,1.87
,8/10/17 2:24,2.17,3.87,0.39,4.93,2.42,2.66,2.35,1.62
,8/10/17 2:25,2.17,3.43,0.39,5.03,2.41,2.22,2.36,1.40
,8/10/17 2:26,2.19,3.02,0.39,5.12,2.47,2.47,2.35,1.22
,8/10/17 2:27,2.19,2.56,0.39,5.22,2.48,3.16,1.31,0.97
,8/10/17 2:28,2.20,2.28,0.39,5.28,2.45,3.34,0.31,1.06
,8/10/17 2:29,0.31,2.15,0.39,5.37,2.45,3.09,0.31,1.47
,8/10/17 2:30,0.31,2.50,0.39,5.47,2.43,2.72,0.31,2.00
,8/10/17 2:31,0.31,3.22,0.39,5.53,2.41,2.37,0.31,2.41
,8/10/17 2:32,0.31,3.98,0.39,5.62,2.40,2.06,0.31,2.78
,8/10/17 2:33,0.31,4.37,2.76,5.72,2.40,1.84,0.31,3.09
,8/10/17 2:34,0.31,4.53,3.21,4.78,2.40,1.87,0.31,3.34
,8/10/17 2:35,0.31,4.68,3.23,3.50,2.39,1.75,1.32,3.50
,8/10/17 2:36,0.31,4.81,3.23,2.50,2.39,1.62,2.42,3.06
,8/10/17 2:37,2.35,4.56,3.21,1.72,2.40,1.81,2.32,2.28
,8/10/17 2:38,2.20,3.87,3.21,1.19,2.40,1.84,2.31,1.75
,8/10/17 2:39,2.17,3.23,3.21,0.72,2.39,1.69,2.26,1.44
,8/10/17 2:40,2.20,2.72,3.24,0.28,2.41,1.75,2.27,1.15
,8/10/17 2:41,2.19,2.41,3.23,-0.09,2.45,2.22,2.30,0.97
,8/10/17 2:42,1.25,2.12,3.20,-0.47,2.43,2.44,0.31,1.03
,8/10/17 2:43,0.31,2.12,3.22,-0.78,2.41,2.22,0.31,1.47
,8/10/17 2:44,0.31,2.96,3.24,-1.09,2.39,1.91,0.31,2.06
,8/10/17 2:45,0.31,3.88,3.27,-1.37,2.38,1.65,0.31,2.53
,8/10/17 2:46,0.31,4.25,3.21,-1.66,0.28,1.53,0.31,2.87
,8/10/17 2:47,0.31,4.47,3.21,-1.91,0.28,2.25,0.31,3.19
,8/10/17 2:48,0.31,4.65,3.20,-2.15,0.28,3.25,0.31,3.40
,8/10/17 2:49,0.31,4.78,,-2.37,2.38,3.72,1.37,3.47
,8/10/17 2:50,1.32,4.87,3.18,-2.59,2.46,3.47,2.38,2.87
,8/10/17 2:51,2.31,4.39,3.22,-2.78,2.42,2.97,2.32,2.09
,8/10/17 2:52,2.17,3.41,3.24,-2.97,2.40,2.38,2.33,1.62
,8/10/17 2:53,2.17,2.91,3.22,-3.15,2.38,1.91,2.35,1.44
,8/10/17 2:54,2.18,2.53,3.19,-3.31,1.32,1.62,2.35,1.19
,8/10/17 2:55,2.19,2.25,1.83,-3.40,0.28,1.87,2.36,1.03
,8/10/17 2:56,0.31,2.12,0.40,-3.31,0.28,2.87,0.31,1.00
,8/10/17 2:57,0.31,2.84,0.40,-2.19,1.36,3.59,0.31,1.31
,8/10/17 2:58,0.31,3.69,0.40,-1.12,2.48,3.66,0.31,1.88
,8/10/17 2:59,0.31,4.12,0.40,-0.41,2.42,3.16,0.31,2.34
,8/10/17 3:00,0.31,4.40,0.39,0.03,2.40,2.53,0.31,2.75
,8/10/17 3:01,0.31,4.59,0.39,0.34,2.38,2.00,0.31,3.06
,8/10/17 3:02,0.31,4.75,0.39,0.53,1.33,1.62,0.31,3.31
,8/10/17 3:03,0.31,4.90,0.39,0.75,0.28,1.66,0.31,3.53
,8/10/17 3:04,2.35,4.40,0.39,0.97,0.28,2.62,2.40,3.19
,8/10/17 3:05,2.20,3.75,0.39,1.28,1.22,3.47,2.25,2.41
,8/10/17 3:06,2.19,3.12,0.39,1.62,2.47,3.62,2.25,1.91
,8/10/17 3:07,2.20,2.66,0.39,1.87,2.43,3.25,2.26,1.59
,8/10/17 3:08,2.21,2.31,0.39,2.09,2.41,2.62,2.26,1.28
,8/10/17 3:09,1.26,2.06,0.39,2.31,2.39,2.06,1.29,1.00
,8/10/17 3:10,0.31,2.47,0.39,2.50,1.91,1.69,0.31,1.16
,8/10/17 3:11,0.31,3.40,0.39,2.65,0.28,1.66,0.31,1.66
,8/10/17 3:12,0.31,3.97,0.39,2.84,0.28,2.59,0.31,2.25
,8/10/17 3:13,0.31,4.31,0.39,3.00,0.28,3.47,0.31,2.66
,8/10/17 3:14,0.31,4.50,0.39,3.15,2.49,3.69,0.31,2.91
,8/10/17 3:15,0.31,4.65,0.39,3.31,2.45,3.31,0.31,3.25
,8/10/17 3:16,0.31,4.81,0.39,3.47,2.42,2.66,,3.50
,8/10/17 3:17,1.35,4.78,0.39,3.59,2.39,2.13,2.42,3.19
,8/10/17 3:18,2.26,4.12,0.38,3.72,1.32,1.72,2.33,2.37
,8/10/17 3:19,2.18,3.53,0.39,3.84,0.28,1.72,2.33,1.81
,8/10/17 3:20,2.20,2.93,0.39,3.97,0.28,2.65,2.34,1.47
,8/10/17 3:21,2.21,2.47,0.39,4.09,1.18,3.47,2.31,1.25
,8/10/17 3:22,2.21,2.19,0.39,4.22,2.48,3.69,2.34,1.03
,8/10/17 3:23,0.31,2.16,0.38,4.34,2.44,3.28,0.31,1.06
,8/10/17 3:24,0.31,2.93,0.38,4.43,2.42,2.66,0.31,1.47
,8/10/17 3:25,0.31,4.03,0.39,4.53,2.42,2.22,0.31,2.13
,8/10/17 3:26,0.31,4.78,0.39,4.65,2.45,2.31,0.31,2.56
,8/10/17 3:27,0.31,4.87,0.39,4.75,2.47,2.72,0.31,2.91
,8/10/17 3:28,1.37,4.78,0.39,4.84,2.48,3.22,0.31,3.19
,8/10/17 3:29,2.29,4.12,0.39,4.93,2.48,3.59,0.31,3.40
,8/10/17 3:30,2.21,3.39,0.39,5.03,,3.25,1.38,3.41
,8/10/17 3:31,2.22,2.84,0.39,5.12,2.43,2.75,2.35,2.72
,8/10/17 3:32,2.23,2.62,0.39,5.22,2.41,2.41,2.31,2.00
,8/10/17 3:33,2.23,2.34,0.39,5.28,2.40,2.06,2.27,1.59
,8/10/17 3:34,0.31,2.18,0.39,5.37,2.39,1.81,2.29,1.31
,8/10/17 3:35,0.31,2.87,0.39,5.43,1.33,1.65,2.32,1.09
,8/10/17 3:36,0.31,3.72,0.39,5.53,0.28,2.06,1.30,0.97
,8/10/17 3:37,0.31,4.06,0.39,5.59,0.28,3.09,0.31,1.25
,8/10/17 3:38,0.31,4.35,3.22,5.56,,3.78,0.31,1.78
,8/10/17 3:39,0.31,4.59,3.19,4.31,2.48,3.72,0.31,2.38
,8/10/17 3:40,0.31,4.78,3.18,3.09,2.42,3.22,0.31,2.75
,8/10/17 3:41,0.31,4.90,3.19,2.19,2.39,2.59,0.31,3.06
